game_id,game_date,game_time,player_rating_post,player_whites,opponent_name,opponent_rating_post,opponent_result,opponent_country,opponent_joined,opponent_status,opponent_win,opponent_loss,opponent_draw,player_eco,player_move_1,player_move_2,player_move_3,player_move_4,player_move_5,opp_move_1,opp_move_2,opp_move_3,opp_move_4,opp_move_5,game_length,result,game_date_time,result_binary,result_multi_class,game_time_hour,game_day_of_week,opponant_tsj,opponant_all_games,player_point_change,player_rating_pre,cum_games_played,cum_games_today,cum_games_hour
4889815794,2020-05-22,02:46:43,727,1,thekidx1415,943,win,US,2019-12-13,premium,604.0,652.0,65.0,C21,e7e5,f7f6,d7d6,f6e5,h7h6,e2e4,d2d4,g1f3,d4e5,f1c4,43,checkmated,2020-05-22 02:46:43,0,0,2,4,161,1321.0,-4.0,731.0,211,6,3
4889857148,2020-05-22,03:03:10,726,0,Allan12Great,1273,win,KE,2017-03-23,premium,2379.0,2438.0,108.0,B01,e2e4,e4d5,b1c3,d2d4,d1e2,d7d5,d8d5,d5a5,e7e5,b8c6,29,checkmated,2020-05-22 03:03:10,0,0,3,4,1156,4925.0,-1.0,727.0,212,7,1
4889890531,2020-05-22,03:16:49,727,1,Gergen20,276,abandoned,US,2020-05-17,basic,11.0,142.0,0.0,C21,e7e5,b7b6,c8b7,b8c6,c6b8,e2e4,d2d4,d4e5,b1c3,g1f3,31,win,2020-05-22 03:16:49,1,1,3,4,5,153.0,1.0,726.0,213,8,2
4889913690,2020-05-22,03:26:13,741,1,hjaswal0,1008,checkmated,CA,2019-09-12,basic,633.0,894.0,43.0,C25,e7e5,f8b4,b4c3,g8f6,e8g8,e2e4,b1c3,a2a3,d2c3,f1d3,39,win,2020-05-22 03:26:13,1,1,3,4,253,1570.0,14.0,727.0,214,9,3
4889962019,2020-05-22,03:46:06,735,0,alfil002,838,win,AR,2017-09-24,basic,2208.0,2418.0,86.0,A00,c2c3,b2b4,d1a4,e2e3,a4b3,d7d5,e7e5,c7c6,b7b5,g8f6,30,resigned,2020-05-22 03:46:06,0,0,3,4,971,4712.0,-6.0,741.0,215,10,4
4889989845,2020-05-22,03:58:00,731,0,shanenankivell,944,win,AU,2018-09-25,premium,44.0,50.0,3.0,B01,e2e4,e4d5,d2d4,b1c3,g1f3,d7d5,d8d5,d5a5,b8c6,g8f6,23,checkmated,2020-05-22 03:58:00,0,0,3,4,605,97.0,-4.0,735.0,216,11,5
4890010021,2020-05-22,04:06:12,746,1,jroso123,1381,win,CO,2020-04-07,basic,300.0,260.0,21.0,B21,c7c5,c5d4,b8c6,e7e6,f8b4,e2e4,d2d4,d1d4,d4a4,b1c3,25,checkmated,2020-05-22 04:06:12,0,0,4,4,45,581.0,15.0,731.0,217,12,1
4890707260,2020-05-22,08:52:19,755,1,mds2007mds200771,785,resigned,IN,2019-05-16,basic,960.0,1018.0,108.0,C21,e7e5,e5d4,f7f6,b7b6,f8c5,e2e4,d2d4,d1d4,e4e5,e5f6,33,win,2020-05-22 08:52:19,1,1,8,4,372,2086.0,9.0,746.0,218,13,1
4894839352,2020-05-23,05:55:02,748,1,Nitinsingh4857,794,win,IN,2020-05-10,basic,49.0,56.0,6.0,B00,e7e5,b8c6,d7d6,g8f6,c8e6,e2e4,d2d4,g1f3,c1e3,b1c3,31,resigned,2020-05-23 05:55:02,0,0,5,5,13,111.0,-7.0,755.0,219,1,1
4895346905,2020-05-23,09:10:15,756,0,doudouman14,729,resigned,FR,2020-03-28,basic,408.0,411.0,83.0,D02,d2d4,g1f3,c2c3,f3e5,d4e5,d7d5,b8c6,g8f6,c6e5,f6e4,50,win,2020-05-23 09:10:15,1,1,9,5,56,902.0,8.0,748.0,220,2,1
4895371346,2020-05-23,09:18:43,764,1,EdwinHow,730,resigned,MY,2019-11-24,basic,1389.0,1406.0,115.0,C00,d7d6,e7e6,h7h6,a7a6,g8f6,e2e4,d2d4,g1f3,f1c4,e1g1,12,win,2020-05-23 09:18:43,1,1,9,5,181,2910.0,8.0,756.0,221,3,2
4895391134,2020-05-23,09:25:54,778,1,Folgadini,733,checkmated,PT,2020-04-20,basic,151.0,185.0,13.0,C21,e7e5,f7f6,d7d6,a7a6,b7b5,e2e4,d2d4,g1f3,f1c4,e1g1,27,win,2020-05-23 09:25:54,1,1,9,5,33,349.0,14.0,764.0,222,4,3
4895510219,2020-05-23,10:06:54,771,0,vivek_097,813,win,IN,2020-04-11,basic,153.0,135.0,6.0,B01,e2e4,d1f3,d2d3,c1g5,g5f6,d7d5,g8f6,e7e5,h7h6,g7f6,24,checkmated,2020-05-23 10:06:54,0,0,10,5,42,294.0,-7.0,778.0,223,5,1
4903504613,2020-05-25,01:58:36,763,1,DriisGooDeal,795,win,FR,2020-03-25,basic,565.0,564.0,29.0,C22,e7e5,e5d4,b8c6,g8f6,g7g6,e2e4,d2d4,d1d4,d4a4,b1c3,39,checkmated,2020-05-25 01:58:36,0,0,1,0,61,1158.0,-8.0,771.0,224,1,1
